"source_path","file_name","classification","proposed_destination","requires_split","dependencies","risk","priority","evidence_summary"
"C:\Users\Guiuliano\SistemaAnaliseAgua\docs\pac\PAC_13_OFFICIAL_CONVERGENCE_CONSOLIDATION.md","PAC_13_OFFICIAL_CONVERGENCE_CONSOLIDATION.md","INSTÂNCIA","SEM MIGRACAO: permanecer no repositorio PROTEUS","NO","docs/pac/PAC_01_ENGINEERING_FINDINGS.md; docs/pac/PAC_02_ENGINEERING_SANITARY_FINDINGS.md; docs/pac/PAC_03_SOFTWARE_ARCHITECTURE_FINDINGS.md; docs/pac/PAC_04_SOFTWARE_ENGINEERING_FINDINGS.md; docs/pac/PAC_05_INFORMATION_SECURITY_FINDINGS.md; docs/pac/PAC_06_DATABASE_PERSISTENCE_FINDINGS.md; e mais 6 referencias no proprio arquivo.","ALTO: arquivo fora do HEAD; preservar hash, contexto e cadeia de autoridade antes de qualquer copia.","P3","Titulo/conteudo: 'GP-PAC-13 - Consolidacao Oficial das Convergencias do Primeiro Ciclo do PAC'; referencias verificadas: ICFACTORY=1, PROTEUS/CASE-01=10. O titulo, o dominio, as dependencias ou a finalidade descrevem arquitetura, operacao, comunicacao, avaliacao ou estado do PROTEUS."
"C:\Users\Guiuliano\SistemaAnaliseAgua\docs\pac\PAC_14_PROJECT_EVOLUTION_PLAN.md","PAC_14_PROJECT_EVOLUTION_PLAN.md","INSTÂNCIA","SEM MIGRACAO: permanecer no repositorio PROTEUS","NO","docs/pac/PAC_13_OFFICIAL_CONVERGENCE_CONSOLIDATION.md; docs/pac/PAC_12A_FINAL_COLLECTION_AUDIT.md; docs/pac/PAC_01_ENGINEERING_FINDINGS.md; docs/pac/PAC_02_ENGINEERING_SANITARY_FINDINGS.md; docs/pac/PAC_03_SOFTWARE_ARCHITECTURE_FINDINGS.md; docs/pac/PAC_04_SOFTWARE_ENGINEERING_FINDINGS.md; e mais 7 referencias no proprio arquivo.","ALTO: arquivo fora do HEAD; preservar hash, contexto e cadeia de autoridade antes de qualquer copia.","P3","Titulo/conteudo: 'GP-PAC-14 - Plano Oficial de Evolucao do PROTEUS'; referencias verificadas: ICFACTORY=9, PROTEUS/CASE-01=11. O titulo, o dominio, as dependencias ou a finalidade descrevem arquitetura, operacao, comunicacao, avaliacao ou estado do PROTEUS."
"C:\Users\Guiuliano\SistemaAnaliseAgua\docs\pac\PAC_CONSOLIDATED_FINDINGS.md","PAC_CONSOLIDATED_FINDINGS.md","INSTÂNCIA","SEM MIGRACAO: permanecer no repositorio PROTEUS","NO","docs/pac/PAC_01_ENGINEERING_FINDINGS.md","ALTO: arquivo fora do HEAD; preservar hash, contexto e cadeia de autoridade antes de qualquer copia.","P3","Titulo/conteudo: 'PAC - Consolidacao de Evidencias'; referencias verificadas: ICFACTORY=5, PROTEUS/CASE-01=2. O titulo, o dominio, as dependencias ou a finalidade descrevem arquitetura, operacao, comunicacao, avaliacao ou estado do PROTEUS."
"C:\Users\Guiuliano\SistemaAnaliseAgua\docs\pac\PAC_FIRST_CYCLE_CONSOLIDATION.md","PAC_FIRST_CYCLE_CONSOLIDATION.md","INSTÂNCIA","SEM MIGRACAO: permanecer no repositorio PROTEUS","NO","docs/pac/PAC_01_ENGINEERING_FINDINGS.md; docs/pac/PAC_CONSOLIDATED_FINDINGS.md; docs/governance/PAC_CONSTITUTION.md; docs/governance/PROJECT_CONSTITUTION.md; docs/pac/PAC_FIRST_CYCLE_CONSOLIDATION.md","ALTO: arquivo fora do HEAD; preservar hash, contexto e cadeia de autoridade antes de qualquer copia.","P3","Titulo/conteudo: 'GP-PAC-04 - Consolidacao Multidisciplinar Do Primeiro Ciclo Do PAC'; referencias verificadas: ICFACTORY=1, PROTEUS/CASE-01=7. O titulo, o dominio, as dependencias ou a finalidade descrevem arquitetura, operacao, comunicacao, avaliacao ou estado do PROTEUS."
"C:\Users\Guiuliano\SistemaAnaliseAgua\docs\pac\PE_01_IMPLEMENTATION_EXECUTION_STRATEGY.md","PE_01_IMPLEMENTATION_EXECUTION_STRATEGY.md","INSTÂNCIA","SEM MIGRACAO: permanecer no repositorio PROTEUS","NO","docs/pac/PAC_14_PROJECT_EVOLUTION_PLAN.md; docs/pac/PAC_13_OFFICIAL_CONVERGENCE_CONSOLIDATION.md; docs/pac/PAC_12A_FINAL_COLLECTION_AUDIT.md; docs/pac/PAC_01_ENGINEERING_FINDINGS.md; docs/pac/PAC_02_ENGINEERING_SANITARY_FINDINGS.md; docs/pac/PAC_03_SOFTWARE_ARCHITECTURE_FINDINGS.md; e mais 8 referencias no proprio arquivo.","ALTO: arquivo fora do HEAD; preservar hash, contexto e cadeia de autoridade antes de qualquer copia.","P3","Titulo/conteudo: 'GP-PE-01 - Estrategia Executiva de Implementacao do Plano Oficial de Evolucao do PROTEUS'; referencias verificadas: ICFACTORY=7, PROTEUS/CASE-01=6. O titulo, o dominio, as dependencias ou a finalidade descrevem arquitetura, operacao, comunicacao, avaliacao ou estado do PROTEUS."
"C:\Users\Guiuliano\SistemaAnaliseAgua\docs\research\AI_METHODOLOGICAL_OBSERVATIONS_CONSOLIDATION.md","AI_METHODOLOGICAL_OBSERVATIONS_CONSOLIDATION.md","HÍBRIDO","A DEFINIR apos divisao; candidato universal a ser extraido para area equivalente a docs/research/AI_METHODOLOGICAL_OBSERVATIONS_CONSOLIDATION.md","YES","docs/domain/GP_D07A_PROJECT_INSTITUTIONAL_EVENTS_AUDIT.md; docs/domain/GP_D08A_PROJECT_OBJECTIVES_RESULTS_AUDIT.md; docs/history/HISTORY.md; docs/domain/GP_D09A_PROJECT_DOMAIN_SATURATION_AUDIT.md; docs/domain/GP_D04C_PROJECT_DOSSIER_CONTENT_AUDIT.md; docs/domain/GP_D05A_PROJECT_RESPONSIBILITIES_AUDIT.md; e mais 1 referencias no proprio arquivo.","ALTO: copia integral contaminaria o framework; extracao sem dependencias perderia contexto.","P2","Titulo/conteudo: 'AI-01 - Consolidacao Das Observacoes Metodologicas Da IA'; referencias verificadas: ICFACTORY=4, PROTEUS/CASE-01=2. O texto cruza metodo, pesquisa ou governanca reutilizavel com origem, evidencias ou decisoes da instancia."
"C:\Users\Guiuliano\SistemaAnaliseAgua\docs\research\DISCOVERY_CATALOG.md","DISCOVERY_CATALOG.md","HÍBRIDO","A DEFINIR apos divisao; candidato universal a ser extraido para area equivalente a docs/research/DISCOVERY_CATALOG.md","YES","Nenhuma dependencia documental explicita localizada no arquivo.","ALTO: arquivo fora do HEAD; preservar hash, contexto e cadeia de autoridade antes de qualquer copia.","P2","Titulo/conteudo: 'DISCOVERY CATALOG'; referencias verificadas: ICFACTORY=3, PROTEUS/CASE-01=2. Define ciclo universal de Discoveries, mas o estado atual registra PA-02/PA-03 com evidencias do CASE-01."
"C:\Users\Guiuliano\SistemaAnaliseAgua\docs\research\GIT_PENDING_STATE_AUDIT.md","GIT_PENDING_STATE_AUDIT.md","INSTÂNCIA","SEM MIGRACAO: permanecer no repositorio PROTEUS","NO","docs/research/RG_01_CLOSURE_REPORT.md; docs/research/RG_01_RESEARCH_CONSTITUTION.md; docs/research/RG_01_RESEARCH_ROADMAP.md; docs/research/RG_02_CLOSURE_REPORT.md; docs/research/RG_02_CONCEPTUAL_MODEL.md; docs/research/RG_02_SEMANTIC_MATRIX.md; e mais 92 referencias no proprio arquivo.","BAIXO PARA O FRAMEWORK: perda de contexto ocorreria apenas se o artefato da instancia fosse migrado isoladamente.","P3","Titulo/conteudo: 'GP-GIT-02 — Auditoria do Estado Pendente do Repositório'; referencias verificadas: ICFACTORY=0, PROTEUS/CASE-01=28. O titulo, o dominio, as dependencias ou a finalidade descrevem arquitetura, operacao, comunicacao, avaliacao ou estado do PROTEUS."
"C:\Users\Guiuliano\SistemaAnaliseAgua\docs\research\GP_R02_VALUE_PROGRESSION_AUDIT.md","GP_R02_VALUE_PROGRESSION_AUDIT.md","HÍBRIDO","A DEFINIR apos divisao; candidato universal a ser extraido para area equivalente a docs/research/GP_R02_VALUE_PROGRESSION_AUDIT.md","YES","docs/history/HISTORY.md; docs/roadmap/ROADMAP.md; docs/architecture/INTEGRATION_AUDIT_REPORT.md; docs/architecture/EXECUTIVE_INTELLIGENCE_ARCHITECTURE.md","ALTO: copia integral contaminaria o framework; extracao sem dependencias perderia contexto.","P2","Titulo/conteudo: 'GP-R02 - Auditoria de Progressao de Valor Entre Camadas'; referencias verificadas: ICFACTORY=3, PROTEUS/CASE-01=4. O texto cruza metodo, pesquisa ou governanca reutilizavel com origem, evidencias ou decisoes da instancia."
"C:\Users\Guiuliano\SistemaAnaliseAgua\docs\research\GP_R03_EXECUTIVE_CONTEXT_AUDIT.md","GP_R03_EXECUTIVE_CONTEXT_AUDIT.md","UNIVERSAL","PROVISORIO (sujeito a GP posterior): docs/research/GP_R03_EXECUTIVE_CONTEXT_AUDIT.md","NO","docs/architecture/EXECUTIVE_INTELLIGENCE_ARCHITECTURE.md; docs/research/GP_R02_VALUE_PROGRESSION_AUDIT.md","MEDIO: artefato reutilizavel, mas dependencias e status normativo devem acompanhar a migracao.","P1","Titulo/conteudo: 'GP-R03 - Investigacao Arquitetural: Executive Context'; referencias verificadas: ICFACTORY=2, PROTEUS/CASE-01=0. O objeto e metodo de pesquisa/governanca sao independentes do dominio hidrico; manter rotulo de artefato de pesquisa quando aplicavel."
"C:\Users\Guiuliano\SistemaAnaliseAgua\docs\research\GP_R06_AI_DECISION_GOVERNANCE_EXPERIMENTAL_RESEARCH.md","GP_R06_AI_DECISION_GOVERNANCE_EXPERIMENTAL_RESEARCH.md","HÍBRIDO","A DEFINIR apos divisao; candidato universal a ser extraido para area equivalente a docs/research/GP_R06_AI_DECISION_GOVERNANCE_EXPERIMENTAL_RESEARCH.md","YES","Nenhuma dependencia documental explicita localizada no arquivo.","ALTO: copia integral contaminaria o framework; extracao sem dependencias perderia contexto.","P2","Titulo/conteudo: 'GP-R06 — Governança Experimental da Decisão por IA'; referencias verificadas: ICFACTORY=7, PROTEUS/CASE-01=5. O texto cruza metodo, pesquisa ou governanca reutilizavel com origem, evidencias ou decisoes da instancia."
"C:\Users\Guiuliano\SistemaAnaliseAgua\docs\research\HARNESS_GOVERNANCE_RESEARCH_DOSSIER.md","HARNESS_GOVERNANCE_RESEARCH_DOSSIER.md","HÍBRIDO","A DEFINIR apos divisao; candidato universal a ser extraido para area equivalente a docs/research/HARNESS_GOVERNANCE_RESEARCH_DOSSIER.md","YES","GP-H01 e GP-HA01..GP-HA07 (consolidados no texto; fontes individuais nao localizadas)","ALTO: arquivo fora do HEAD; preservar hash, contexto e cadeia de autoridade antes de qualquer copia.","P2","Titulo/conteudo: 'GP-HA08 - Dossie Oficial De Pesquisa Metodologica Da Governanca De Harnesses'; referencias verificadas: ICFACTORY=7, PROTEUS/CASE-01=4. Consolida governanca universal de Harnesses, declaradamente nao normativa, a partir do desenvolvimento do PROTEUS."
"C:\Users\Guiuliano\SistemaAnaliseAgua\docs\research\OEG_GIT_04_PUSH_AUTHORIZATION_AUDIT.md","OEG_GIT_04_PUSH_AUTHORIZATION_AUDIT.md","INSTÂNCIA","SEM MIGRACAO: permanecer no repositorio PROTEUS","NO","docs/history/HISTORY.md; docs/roadmap/ROADMAP.md","BAIXO PARA O FRAMEWORK: perda de contexto ocorreria apenas se o artefato da instancia fosse migrado isoladamente.","P3","Titulo/conteudo: 'OEG-GIT-04 — Auditoria para Autorização do Push Científico'; referencias verificadas: ICFACTORY=0, PROTEUS/CASE-01=0. O titulo, o dominio, as dependencias ou a finalidade descrevem arquitetura, operacao, comunicacao, avaliacao ou estado do PROTEUS."
"C:\Users\Guiuliano\SistemaAnaliseAgua\docs\research\OEG_GIT_05_PUSH_EXECUTION_REPORT.md","OEG_GIT_05_PUSH_EXECUTION_REPORT.md","INSTÂNCIA","SEM MIGRACAO: permanecer no repositorio PROTEUS","NO","docs/research/OEG_GIT_04_PUSH_AUTHORIZATION_AUDIT.md","BAIXO PARA O FRAMEWORK: perda de contexto ocorreria apenas se o artefato da instancia fosse migrado isoladamente.","P3","Titulo/conteudo: 'OEG-GIT-05 — Relatório de Execução Controlada do Push Científico'; referencias verificadas: ICFACTORY=0, PROTEUS/CASE-01=0. O titulo, o dominio, as dependencias ou a finalidade descrevem arquitetura, operacao, comunicacao, avaliacao ou estado do PROTEUS."
"C:\Users\Guiuliano\SistemaAnaliseAgua\docs\research\OEG_GIT_07_PHASE_I_INSTITUTIONAL_CLOSURE_REPORT.md","OEG_GIT_07_PHASE_I_INSTITUTIONAL_CLOSURE_REPORT.md","INSTÂNCIA","SEM MIGRACAO: permanecer no repositorio PROTEUS","NO","docs/history/HISTORY.md; docs/roadmap/ROADMAP.md; docs/research/GIT_PENDING_STATE_AUDIT.md; docs/research/OEG_GIT_04_PUSH_AUTHORIZATION_AUDIT.md; docs/research/OEG_GIT_05_PUSH_EXECUTION_REPORT.md","ALTO: arquivo fora do HEAD; preservar hash, contexto e cadeia de autoridade antes de qualquer copia.","P3","Titulo/conteudo: 'OEG-GIT-07 — Relatório de Encerramento Institucional da Fase I'; referencias verificadas: ICFACTORY=0, PROTEUS/CASE-01=2. O titulo, o dominio, as dependencias ou a finalidade descrevem arquitetura, operacao, comunicacao, avaliacao ou estado do PROTEUS."
"C:\Users\Guiuliano\SistemaAnaliseAgua\docs\research\PHASE_I_CONSOLIDATED_REPORT.md","PHASE_I_CONSOLIDATED_REPORT.md","UNIVERSAL","PROVISORIO (sujeito a GP posterior): docs/research/PHASE_I_CONSOLIDATED_REPORT.md","NO","Nenhuma dependencia documental explicita localizada no arquivo.","MEDIO: risco de promover pesquisa/evidencia a norma sem rotulo institucional explicito.","P0","Titulo/conteudo: 'ICFACTORY — GDC-R'; referencias verificadas: ICFACTORY=3, PROTEUS/CASE-01=0. O objeto e metodo de pesquisa/governanca sao independentes do dominio hidrico; manter rotulo de artefato de pesquisa quando aplicavel."
"C:\Users\Guiuliano\SistemaAnaliseAgua\docs\research\PI_07A_DECISION_FOUNDATION_GOVERNANCE_REPORT.md","PI_07A_DECISION_FOUNDATION_GOVERNANCE_REPORT.md","HÍBRIDO","A DEFINIR apos divisao; candidato universal a ser extraido para area equivalente a docs/research/PI_07A_DECISION_FOUNDATION_GOVERNANCE_REPORT.md","YES","Nenhuma dependencia documental explicita localizada no arquivo.","ALTO: copia integral contaminaria o framework; extracao sem dependencias perderia contexto.","P2","Titulo/conteudo: 'GP-PI-07A — Relatorio De Governanca Das Premissas E Fundamentacao Das Decisoes'; referencias verificadas: ICFACTORY=0, PROTEUS/CASE-01=3. O texto cruza metodo, pesquisa ou governanca reutilizavel com origem, evidencias ou decisoes da instancia."
"C:\Users\Guiuliano\SistemaAnaliseAgua\docs\research\RG_01_CLOSURE_REPORT.md","RG_01_CLOSURE_REPORT.md","HÍBRIDO","A DEFINIR apos divisao; candidato universal a ser extraido para area equivalente a docs/research/RG_01_CLOSURE_REPORT.md","YES","docs/research/RG_01_RESEARCH_CONSTITUTION.md; docs/research/RG_01_RESEARCH_ROADMAP.md; docs/research/RG_01_CLOSURE_REPORT.md","ALTO: copia integral contaminaria o framework; extracao sem dependencias perderia contexto.","P2","Titulo/conteudo: 'GP-RG-01 — Relatorio De Encerramento'; referencias verificadas: ICFACTORY=0, PROTEUS/CASE-01=1. O texto cruza metodo, pesquisa ou governanca reutilizavel com origem, evidencias ou decisoes da instancia."
"C:\Users\Guiuliano\SistemaAnaliseAgua\docs\research\RG_01_RESEARCH_CONSTITUTION.md","RG_01_RESEARCH_CONSTITUTION.md","HÍBRIDO","A DEFINIR apos divisao; candidato universal a ser extraido para area equivalente a docs/research/RG_01_RESEARCH_CONSTITUTION.md","YES","docs/research/PI_07A_DECISION_FOUNDATION_GOVERNANCE_REPORT.md; docs/presentation/PI_07_KDENLIVE_PRE_POSTPRODUCTION_AUDIT.md; docs/presentation/PI_07_POST_PRODUCTION_EXECUTION_REPORT.md; docs/research/RG_01_RESEARCH_ROADMAP.md","ALTO: copia integral contaminaria o framework; extracao sem dependencias perderia contexto.","P2","Titulo/conteudo: 'GP-RG-01 — Constituicao Da Pesquisa ""Governanca Da Fundamentacao Das Decisoes""'; referencias verificadas: ICFACTORY=2, PROTEUS/CASE-01=4. O texto cruza metodo, pesquisa ou governanca reutilizavel com origem, evidencias ou decisoes da instancia."
"C:\Users\Guiuliano\SistemaAnaliseAgua\docs\research\RG_01_RESEARCH_ROADMAP.md","RG_01_RESEARCH_ROADMAP.md","HÍBRIDO","A DEFINIR apos divisao; candidato universal a ser extraido para area equivalente a docs/research/RG_01_RESEARCH_ROADMAP.md","YES","docs/research/RG_01_RESEARCH_CONSTITUTION.md; docs/research/PI_07A_DECISION_FOUNDATION_GOVERNANCE_REPORT.md; docs/presentation/PI_07_KDENLIVE_PRE_POSTPRODUCTION_AUDIT.md; docs/presentation/PI_07_POST_PRODUCTION_EXECUTION_REPORT.md","ALTO: copia integral contaminaria o framework; extracao sem dependencias perderia contexto.","P2","Titulo/conteudo: 'GP-RG-01 — Roadmap Inicial Da Pesquisa ""Governanca Da Fundamentacao Das Decisoes""'; referencias verificadas: ICFACTORY=1, PROTEUS/CASE-01=1. O texto cruza metodo, pesquisa ou governanca reutilizavel com origem, evidencias ou decisoes da instancia."
"C:\Users\Guiuliano\SistemaAnaliseAgua\docs\research\RG_02_CLOSURE_REPORT.md","RG_02_CLOSURE_REPORT.md","UNIVERSAL","PROVISORIO (sujeito a GP posterior): docs/research/RG_02_CLOSURE_REPORT.md","NO","docs/research/RG_02_CONCEPTUAL_MODEL.md; docs/research/RG_02_SEMANTIC_MATRIX.md; docs/research/RG_02_CLOSURE_REPORT.md","MEDIO: artefato reutilizavel, mas dependencias e status normativo devem acompanhar a migracao.","P1","Titulo/conteudo: 'GP-RG-02 — Relatorio Final'; referencias verificadas: ICFACTORY=1, PROTEUS/CASE-01=0. O objeto e metodo de pesquisa/governanca sao independentes do dominio hidrico; manter rotulo de artefato de pesquisa quando aplicavel."
"C:\Users\Guiuliano\SistemaAnaliseAgua\docs\research\RG_02_CONCEPTUAL_MODEL.md","RG_02_CONCEPTUAL_MODEL.md","UNIVERSAL","PROVISORIO (sujeito a GP posterior): docs/research/RG_02_CONCEPTUAL_MODEL.md","NO","Nenhuma dependencia documental explicita localizada no arquivo.","MEDIO: risco de promover pesquisa/evidencia a norma sem rotulo institucional explicito.","P0","Titulo/conteudo: 'GP-RG-02 — Modelo Conceitual Da Governanca Da Fundamentacao Das Decisoes'; referencias verificadas: ICFACTORY=0, PROTEUS/CASE-01=0. O objeto e metodo de pesquisa/governanca sao independentes do dominio hidrico; manter rotulo de artefato de pesquisa quando aplicavel."
"C:\Users\Guiuliano\SistemaAnaliseAgua\docs\research\RG_02_SEMANTIC_MATRIX.md","RG_02_SEMANTIC_MATRIX.md","UNIVERSAL","PROVISORIO (sujeito a GP posterior): docs/research/RG_02_SEMANTIC_MATRIX.md","NO","Nenhuma dependencia documental explicita localizada no arquivo.","MEDIO: risco de promover pesquisa/evidencia a norma sem rotulo institucional explicito.","P0","Titulo/conteudo: 'GP-RG-02 — Matriz Semantica Dos Conceitos'; referencias verificadas: ICFACTORY=0, PROTEUS/CASE-01=0. O objeto e metodo de pesquisa/governanca sao independentes do dominio hidrico; manter rotulo de artefato de pesquisa quando aplicavel."
"C:\Users\Guiuliano\SistemaAnaliseAgua\docs\research\RG_03_ARCHITECTURAL_DIAGRAM.md","RG_03_ARCHITECTURAL_DIAGRAM.md","HÍBRIDO","A DEFINIR apos divisao; candidato universal a ser extraido para area equivalente a docs/research/RG_03_ARCHITECTURAL_DIAGRAM.md","YES","Nenhuma dependencia documental explicita localizada no arquivo.","ALTO: copia integral contaminaria o framework; extracao sem dependencias perderia contexto.","P2","Titulo/conteudo: 'GP-RG-03 — Representacao Arquitetural Da Cadeia'; referencias verificadas: ICFACTORY=1, PROTEUS/CASE-01=1. O texto cruza metodo, pesquisa ou governanca reutilizavel com origem, evidencias ou decisoes da instancia."
"C:\Users\Guiuliano\SistemaAnaliseAgua\docs\research\RG_03_ARCHITECTURE.md","RG_03_ARCHITECTURE.md","HÍBRIDO","A DEFINIR apos divisao; candidato universal a ser extraido para area equivalente a docs/research/RG_03_ARCHITECTURE.md","YES","Nenhuma dependencia documental explicita localizada no arquivo.","ALTO: copia integral contaminaria o framework; extracao sem dependencias perderia contexto.","P2","Titulo/conteudo: 'GP-RG-03 — Arquitetura Da Cadeia De Governanca Da Fundamentacao Das Decisoes'; referencias verificadas: ICFACTORY=2, PROTEUS/CASE-01=2. O texto cruza metodo, pesquisa ou governanca reutilizavel com origem, evidencias ou decisoes da instancia."
"C:\Users\Guiuliano\SistemaAnaliseAgua\docs\research\RG_03_CLOSURE_REPORT.md","RG_03_CLOSURE_REPORT.md","HÍBRIDO","A DEFINIR apos divisao; candidato universal a ser extraido para area equivalente a docs/research/RG_03_CLOSURE_REPORT.md","YES","docs/research/RG_03_ARCHITECTURE.md; docs/research/RG_03_ARCHITECTURAL_DIAGRAM.md; docs/research/RG_03_INVARIANTS.md; docs/research/RG_03_CLOSURE_REPORT.md","ALTO: copia integral contaminaria o framework; extracao sem dependencias perderia contexto.","P2","Titulo/conteudo: 'GP-RG-03 — Relatorio Final'; referencias verificadas: ICFACTORY=0, PROTEUS/CASE-01=1. O texto cruza metodo, pesquisa ou governanca reutilizavel com origem, evidencias ou decisoes da instancia."
"C:\Users\Guiuliano\SistemaAnaliseAgua\docs\research\RG_03_INVARIANTS.md","RG_03_INVARIANTS.md","UNIVERSAL","PROVISORIO (sujeito a GP posterior): docs/research/RG_03_INVARIANTS.md","NO","Nenhuma dependencia documental explicita localizada no arquivo.","MEDIO: risco de promover pesquisa/evidencia a norma sem rotulo institucional explicito.","P0","Titulo/conteudo: 'GP-RG-03 — Invariantes Arquiteturais GDC-R'; referencias verificadas: ICFACTORY=0, PROTEUS/CASE-01=0. O objeto e metodo de pesquisa/governanca sao independentes do dominio hidrico; manter rotulo de artefato de pesquisa quando aplicavel."
"C:\Users\Guiuliano\SistemaAnaliseAgua\docs\research\RG_04_CLOSURE_REPORT.md","RG_04_CLOSURE_REPORT.md","UNIVERSAL","PROVISORIO (sujeito a GP posterior): docs/research/RG_04_CLOSURE_REPORT.md","NO","docs/research/RG_04_DYNAMIC_MODEL.md; docs/research/RG_04_STATE_MACHINE.md; docs/research/RG_04_PROPAGATION_MODEL.md; docs/research/RG_04_CLOSURE_REPORT.md","MEDIO: artefato reutilizavel, mas dependencias e status normativo devem acompanhar a migracao.","P1","Titulo/conteudo: 'GP-RG-04 — Relatorio Final'; referencias verificadas: ICFACTORY=0, PROTEUS/CASE-01=0. O objeto e metodo de pesquisa/governanca sao independentes do dominio hidrico; manter rotulo de artefato de pesquisa quando aplicavel."
"C:\Users\Guiuliano\SistemaAnaliseAgua\docs\research\RG_04_DYNAMIC_MODEL.md","RG_04_DYNAMIC_MODEL.md","UNIVERSAL","PROVISORIO (sujeito a GP posterior): docs/research/RG_04_DYNAMIC_MODEL.md","NO","Nenhuma dependencia documental explicita localizada no arquivo.","MEDIO: risco de promover pesquisa/evidencia a norma sem rotulo institucional explicito.","P0","Titulo/conteudo: 'GP-RG-04 — Modelo Dinamico Da Arquitetura GDC-R'; referencias verificadas: ICFACTORY=0, PROTEUS/CASE-01=0. O objeto e metodo de pesquisa/governanca sao independentes do dominio hidrico; manter rotulo de artefato de pesquisa quando aplicavel."
"C:\Users\Guiuliano\SistemaAnaliseAgua\docs\research\RG_04_PROPAGATION_MODEL.md","RG_04_PROPAGATION_MODEL.md","UNIVERSAL","PROVISORIO (sujeito a GP posterior): docs/research/RG_04_PROPAGATION_MODEL.md","NO","Nenhuma dependencia documental explicita localizada no arquivo.","MEDIO: risco de promover pesquisa/evidencia a norma sem rotulo institucional explicito.","P0","Titulo/conteudo: 'GP-RG-04 — Modelo De Propagacao Da GDC-R'; referencias verificadas: ICFACTORY=0, PROTEUS/CASE-01=0. O objeto e metodo de pesquisa/governanca sao independentes do dominio hidrico; manter rotulo de artefato de pesquisa quando aplicavel."
"C:\Users\Guiuliano\SistemaAnaliseAgua\docs\research\RG_04_STATE_MACHINE.md","RG_04_STATE_MACHINE.md","UNIVERSAL","PROVISORIO (sujeito a GP posterior): docs/research/RG_04_STATE_MACHINE.md","NO","Nenhuma dependencia documental explicita localizada no arquivo.","MEDIO: risco de promover pesquisa/evidencia a norma sem rotulo institucional explicito.","P0","Titulo/conteudo: 'GP-RG-04 — Maquina De Estados Da GDC-R'; referencias verificadas: ICFACTORY=0, PROTEUS/CASE-01=0. O objeto e metodo de pesquisa/governanca sao independentes do dominio hidrico; manter rotulo de artefato de pesquisa quando aplicavel."
"C:\Users\Guiuliano\SistemaAnaliseAgua\docs\research\RG_05_CASE_SELECTION_FRAMEWORK.md","RG_05_CASE_SELECTION_FRAMEWORK.md","HÍBRIDO","A DEFINIR apos divisao; candidato universal a ser extraido para area equivalente a docs/research/RG_05_CASE_SELECTION_FRAMEWORK.md","YES","Nenhuma dependencia documental explicita localizada no arquivo.","ALTO: copia integral contaminaria o framework; extracao sem dependencias perderia contexto.","P2","Titulo/conteudo: 'GP-RG-05 — Framework De Selecao E Classificacao De Casos'; referencias verificadas: ICFACTORY=2, PROTEUS/CASE-01=3. O texto cruza metodo, pesquisa ou governanca reutilizavel com origem, evidencias ou decisoes da instancia."
"C:\Users\Guiuliano\SistemaAnaliseAgua\docs\research\RG_05_CLOSURE_REPORT.md","RG_05_CLOSURE_REPORT.md","HÍBRIDO","A DEFINIR apos divisao; candidato universal a ser extraido para area equivalente a docs/research/RG_05_CLOSURE_REPORT.md","YES","docs/research/RG_05_EXPERIMENTAL_PROTOCOL.md; docs/research/RG_05_HYPOTHESIS_OPERATIONALIZATION.md; docs/research/RG_05_CASE_SELECTION_FRAMEWORK.md; docs/research/RG_05_METRICS_AND_INTERPRETATION.md; docs/research/RG_05_THREATS_TO_VALIDITY.md; docs/research/RG_05_CLOSURE_REPORT.md","ALTO: copia integral contaminaria o framework; extracao sem dependencias perderia contexto.","P2","Titulo/conteudo: 'GP-RG-05 — Relatorio Final'; referencias verificadas: ICFACTORY=2, PROTEUS/CASE-01=2. O texto cruza metodo, pesquisa ou governanca reutilizavel com origem, evidencias ou decisoes da instancia."
"C:\Users\Guiuliano\SistemaAnaliseAgua\docs\research\RG_05_EXPERIMENTAL_PROTOCOL.md","RG_05_EXPERIMENTAL_PROTOCOL.md","HÍBRIDO","A DEFINIR apos divisao; candidato universal a ser extraido para area equivalente a docs/research/RG_05_EXPERIMENTAL_PROTOCOL.md","YES","Nenhuma dependencia documental explicita localizada no arquivo.","ALTO: copia integral contaminaria o framework; extracao sem dependencias perderia contexto.","P2","Titulo/conteudo: 'GP-RG-05 — Protocolo Experimental De Validacao Da GDC-R'; referencias verificadas: ICFACTORY=2, PROTEUS/CASE-01=1. O texto cruza metodo, pesquisa ou governanca reutilizavel com origem, evidencias ou decisoes da instancia."
"C:\Users\Guiuliano\SistemaAnaliseAgua\docs\research\RG_05_HYPOTHESIS_OPERATIONALIZATION.md","RG_05_HYPOTHESIS_OPERATIONALIZATION.md","UNIVERSAL","PROVISORIO (sujeito a GP posterior): docs/research/RG_05_HYPOTHESIS_OPERATIONALIZATION.md","NO","Nenhuma dependencia documental explicita localizada no arquivo.","MEDIO: risco de promover pesquisa/evidencia a norma sem rotulo institucional explicito.","P1","Titulo/conteudo: 'GP-RG-05 — Inventario E Operacionalizacao Das Hipoteses'; referencias verificadas: ICFACTORY=0, PROTEUS/CASE-01=0. O objeto e metodo de pesquisa/governanca sao independentes do dominio hidrico; manter rotulo de artefato de pesquisa quando aplicavel."
